"Timestamp","¿En qué fecha realizó los contactos?","Coloque la sede a la pertenecen los alumnos contactados:","Coloque la categoría a la pertenecen los alumnos contactados:","¿Realizó llamadas?","Cantidad de llamadas realizadas (sólo colocar el número de llamadas realizadas):","Cantidad de llamadas efectivas (sólo colocar el número de llamadas efectivas, si ninguna fue efectiva colocar 0):","¿Envío mensajes de contacto?","Cantidad de mensajes  enviados (colocar el número total de mensajes que envío para esta categoría):","Cantidad de mensajes que obtuvieron respuesta (colocar el número de respuestas que obtuvo de sus mensajes enviados):","¿Envío trabajos (entrenamientos)?","¿Cuántos ejercicios diferentes envío?","Que usted sepa, ¿cuántos de sus alumnos de esta categoría recibieron la unidad de entrenamiento?","Según usted, ¿cuántos de sus alumnos de esta categoría realizaron los trabajos?","Si tiene algún comentario o sugerencia escríbalo aquí:"
"2020/04/23 4:55:24 PM CDT","2020-04-23","Maestro","Moscos","Sí","24","14","Sí","24","14","Sí","3","","5","Lo importante es el agrado con el cual reciben los mensajes. "
"2020/04/23 4:56:58 PM CDT","2020-04-23","Bethania","Infantil","Sí","10","5 ","Sí","10","5","Sí","3","5","1","Hay algunas personas q me comentaron q no tienen fondos para comprar tarjetas de internet para subir los videos"
"2020/04/23 4:57:35 PM CDT","2020-04-23","Paraiso 2","Infantil","Sí","6","3","Sí","23","9","No","","","",""
"2020/04/23 4:58:45 PM CDT","2020-04-23","Paraiso 2","Juvenil","Sí","2","0","No","","","Sí","3","2","2",""
"2020/04/23 4:58:47 PM CDT","2020-04-23","Maestro","Intermedia","Sí","20","12","Sí","20","12","Sí","3","","5","En la pregunta de cuantos hicieron el trabajo son más de 5, fueron 9."
"2020/04/23 5:06:13 PM CDT","2020-04-23","Paraiso 2","Intermedia","Sí","10","4","Sí","0","0","Sí","4","5","5","Los padres casi nunca están con sus hijos cuando se les llama"
"2020/04/23 5:07:43 PM CDT","2020-04-23","Paraiso 2","Intermedia","Sí","10","4","Sí","8","4","Sí","3","5","5",""
"2020/04/23 5:23:50 PM CDT","2020-04-23","Limón","Moscos","Sí","12","12","Sí","17","6","Sí","","3","3","La todos tienen la capacidad de estar ingresando saldo al celular. Para poder ver los vídeos en Youtube."
"2020/04/23 5:23:52 PM CDT","2020-04-23","Castillo Lara","Intermedia","No","","","Sí","12","4","Sí","2","4","2",""
"2020/04/23 5:25:46 PM CDT","2020-04-23","Castillo Lara","Juvenil","No","","","Sí","12","4","Sí","2","4","3","La falta redes sociales o internet está siendo una barrera en la comunicación "
"2020/04/23 5:29:09 PM CDT","2020-04-23","Florida","Moscos","Sí","1","2","Sí","1","2","Sí","6","4","4",""
"2020/04/23 5:31:12 PM CDT","2020-04-22","Milles Rock","Juvenil","No","","","Sí","10","6","Sí","1","5","2",""
"2020/04/23 5:31:57 PM CDT","2020-04-23","Nimajuyú","Juvenil","No","","","Sí","13","10 ","Sí","6","5","3",""
"2020/04/23 5:40:49 PM CDT","2020-04-23","Alameda","Moscos","Sí","8","7","Sí","7","7","Sí","3","5","5",""
"2020/04/23 5:44:31 PM CDT","2020-04-23","Santa Fe","Moscos","No","","","Sí","9","3","Sí","3","5","2",""
"2020/04/23 5:46:01 PM CDT","2020-04-23","Santa Fe","Intermedia","No","","","Sí","15","10","Sí","3","3","2",""
"2020/04/23 5:52:01 PM CDT","2020-04-23","Florida","Intermedia","Sí","8","4","No","","","Sí","4","5","1","Problemas económicos "
"2020/04/23 6:06:16 PM CDT","2020-04-23","Bethania","Infantil","Sí","10","6","Sí","4","1","Sí","2","5","4","Esta categoría los jóvenes los siento sin mucho interés de hacer vídeos, pues en las llamadas yo les pregunto y les pido  me manden vídeos, un padre me dijo que el no tenia mucho espacio que estaba apenado."
"2020/04/23 6:15:32 PM CDT","2020-04-21","Chácara","Moscos","Sí","18","12","Sí","20 ","7","Sí","8","4","4",""
"2020/04/23 6:16:25 PM CDT","2020-04-22","Chácara","Moscos","Sí","18","15","No","","","Sí","8","4","4",""
"2020/04/23 6:18:14 PM CDT","2020-04-23","Santa Fe","Juvenil","No","","","Sí","16","15","Sí","3","5","4",""
"2020/04/23 6:29:37 PM CDT","2020-04-23","San Francisco de Asís","Moscos","Sí","5","3","Sí","5","2","Sí","3","4","4",""
"2020/04/23 6:45:28 PM CDT","2020-04-21","Chácara","Infantil","Sí","12","7","Sí","11","4","Sí","6","5","5","Tofo bien"
"2020/04/23 6:48:49 PM CDT","2020-04-22","Chácara","Infantil","Sí","12","7","Sí","11","4","Sí","6","5","5","Todo bien "
"2020/04/23 6:51:19 PM CDT","2020-04-23","Chácara","Infantil","Sí","11","4","Sí","11","4","Sí","6","5","5","Todo bien "
"2020/04/23 7:41:42 PM CDT","2020-04-21","Chácara","Intermedia","Sí","13","9","Sí","13","9","Sí","5","5","5",""
"2020/04/23 7:48:38 PM CDT","2020-04-23","Cantón 21","Moscos","Sí","4","4","Sí","7","7","Sí","4","4","3",""
"2020/04/23 7:49:35 PM CDT","2020-04-23","Cantón 21","Infantil","Sí","8","8","Sí","10","10","Sí","5","4","4",""
"2020/04/23 7:50:27 PM CDT","2020-04-23","Cantón 21","Intermedia","Sí","7","6","Sí","12","10","Sí","6","4","4",""
"2020/04/23 7:50:54 PM CDT","2020-04-22","Chácara","Intermedia","Sí","11","11","Sí","11","11","Sí","5","5","5",""
"2020/04/23 7:54:13 PM CDT","2020-04-23","Cantón 21","Juvenil","Sí","9","9","Sí","12","10","Sí","6","4","3",""
"2020/04/23 8:04:17 PM CDT","2020-04-23","Gerona","Infantil","Sí","9","5","Sí","9","5","Sí","5","5","5","gracias"
"2020/04/23 8:06:08 PM CDT","2020-04-23","Gerona","Intermedia","Sí","12","8","Sí","12","8","Sí","7","5","5","gracias"
"2020/04/23 8:08:06 PM CDT","2020-04-23","Gerona","Juvenil","Sí","10","7","Sí","10","7","Sí","7","5","5","gracias"
"2020/04/23 9:10:07 PM CDT","2020-04-22","Nimajuyú","Infantil","No","","","Sí","23","23","Sí","1","5","5","Se envia un trabajo específico y ellos ya saben q deben hacer calentamiento igual en el video se explica"
"2020/04/23 9:11:24 PM CDT","2020-04-22","Nimajuyú","Moscos","No","","","Sí","18","18","Sí","1","5","5","Siempre hacen uno de los ejercicios de calentamiento q se enviaron anteriormente más el del dia"
"2020/04/23 9:13:36 PM CDT","2020-04-23","Nimajuyú","Moscos","No","","","Sí","18","18","Sí","1","5","5","Siempre hacen un ejercicio de los anteriores para hacer 30 min "
"2020/04/23 9:14:33 PM CDT","2020-04-23","Nimajuyú","Infantil","No","","","Sí","23","23","Sí","1","5","5","Siempre hacen uno de los ejercicios de calentamiento y el del dia"
"2020/04/23 9:23:23 PM CDT","2020-04-22","Proyecto 4-10","Juvenil","Sí","1","1","Sí","3","3","Sí","4","5","3",""
"2020/04/23 9:28:27 PM CDT","2020-04-23","Proyecto 4-10","Juvenil","Sí","1","1","Sí","3","3","Sí","4","5","3",""
"2020/04/23 9:44:09 PM CDT","2020-03-21","Limón","Infantil","Sí","10","10","Sí","10","10","Sí","6","4","4","Ampliar el tiempo de los videos para poder explicar correctamente, "
"2020/04/23 10:41:47 PM CDT","2020-04-23","Florida","Juvenil","Sí","8","5","Sí","12","4","Sí","3","5","4",""
"2020/04/23 10:43:45 PM CDT","2020-04-23","Florida","Infantil","No","","","Sí","15","7","Sí","4","3","3","El impacto de las unidades de entrenamiento debe ser de buena calidad ya que así impactará el nombre emefut en la comunidad "
"2020/04/23 10:57:18 PM CDT","2020-04-23","Campo Marte","Moscos","Sí","20","","Sí","20","20","Sí","3","3","2","Muy bueno"
"2020/04/23 11:00:11 PM CDT","2020-04-23","Campo Marte","Intermedia","Sí","11","9","Sí","11","9","Sí","3","2","2","Muy bueno"
"2020/04/23 11:03:12 PM CDT","2020-04-23","Campo Marte","Juvenil","Sí","1515","15","No","","","Sí","3","2","2","Todo esta muy bien"
"2020/04/24 12:37:19 PM CDT","2020-04-24","Muniguate","Equipo Mayor","No","","","Sí","14","14","Sí","6","5","5","En cada video de entrenamiento que se l3s envia,se les insta a seguir quedándose en casa,porque juntos logramos mas"
"2020/04/24 1:04:45 PM CDT","2020-04-23","Justo Rufino Barrios","Infantil","Sí","","5","Sí","5","5","Sí","3","","",""
"2020/04/24 1:10:11 PM CDT","2020-04-23","Campo Marte","Intermedia","Sí","11","9","Sí","11","4","Sí","4","5","2","Que van a colaborar mas la siguiente semana"
"2020/04/24 1:30:41 PM CDT","2020-04-24","Castillo Lara","Moscos","No","","","Sí","13","10","Sí","02","5","5","Ninguno"
"2020/04/24 1:34:07 PM CDT","2020-04-24","Alameda","Intermedia","Sí","14","14","Sí","14","14","Sí","2","4","3",""
"2020/04/24 1:35:41 PM CDT","2020-04-24","Santa Fe","Infantil","No","","","Sí","13","6","Sí","4","3","1","Es muy exelente estar al contacto con los niños "
"2020/04/24 1:40:55 PM CDT","2020-04-24","Justo Rufino Barrios","Moscos","Sí","15","15","Sí","15","15","Sí","","5","5","Estubimos entrenando en casa de trabajo de conduccion de balon "
"2020/04/24 1:48:21 PM CDT","2020-04-24","Justo Rufino Barrios","Intermedia","Sí","","12","Sí","28","16","Sí","2","5","5",""
"2020/04/24 2:00:19 PM CDT","2020-04-24","Paraiso 2","Juvenil","Sí","14","6","No","","","Sí","3","4","3",""
"2020/04/24 2:13:21 PM CDT","2020-04-24","Paraiso 2","Moscos","Sí","5","0","Sí","14","7","Sí","2","4","4",""
"2020/04/24 2:17:30 PM CDT","2020-04-24","Maestro","Infantil","No","","","Sí","3","12","No","","","",""
"2020/04/24 2:27:01 PM CDT","2020-04-24","Lourdes","Juvenil","No","","","Sí","8","8","Sí","4","4","3","ninguno"
"2020/04/24 2:49:19 PM CDT","2020-04-24","Bethania","Sub-15","No","","","Sí","3","10","Sí","10","5","5",""
"2020/04/24 2:52:47 PM CDT","2020-04-24","Santa Fe","Juvenil","No","","","Sí","16","16","No","","","",""
"2020/04/24 2:58:07 PM CDT","2020-04-24","Castillo Lara","Infantil","No","","","Sí","13","3","No","","","","todo sigue de la misma manera"
"2020/04/24 3:24:33 PM CDT","2020-04-21","Chácara","Juvenil","No","","","Sí","14","12","Sí","","4","4",""
"2020/04/24 3:25:44 PM CDT","2020-04-22","Chácara","Juvenil","No","","","Sí","18","13","Sí","","4","4",""
"2020/04/24 3:26:48 PM CDT","2020-04-24","Chácara","Juvenil","No","","","Sí","17","15","Sí","","5","4",""
"2020/04/24 3:28:52 PM CDT","2020-04-24","Lourdes","Infantil","Sí","10","8","Sí","10","8","Sí","3","5","1",""
"2020/04/24 3:29:03 PM CDT","2020-04-23","Muniguate","Sub-15","No","","","Sí","15","15","Sí","","5","5",""
"2020/04/24 3:29:48 PM CDT","2020-04-24","Muniguate","Sub-15","No","","","Sí","18","18","Sí","","5","5",""
"2020/04/24 3:29:49 PM CDT","2020-04-24","Santa Fe","Moscos","No","","","Sí","9","4","No","","","",""
"2020/04/24 3:31:30 PM CDT","2020-04-24","Santa Fe","Intermedia","No","","","Sí","16","11","No","","","",""
"2020/04/24 3:37:36 PM CDT","2020-04-24","Chácara","Intermedia","Sí","13","13","Sí","13","13","Sí","5","5","5","asi se lleva un mejor control"
"2020/04/24 3:39:13 PM CDT","2020-04-24","Capitalinos B-EMEFUT","Sub-18","Sí","11","11","Sí","28","11","Sí","10","5","5","Se trabaja en base a planificación de entreno para la semana apoyándose en vídeos, fotos , sesiones en grupo por medio de redes sociales, llamadas telefónicas, mensajes y asesorías. Recomendaciones para que tomen las medidas preventivas de sanidad y que no salgan de casa."
"2020/04/24 3:46:07 PM CDT","2020-04-24","Chácara","Infantil","Sí","11","3","Sí","11","3","Sí","6","5","5","Todo bien gracias "
"2020/04/24 3:47:25 PM CDT","2020-04-24","Florida","Moscos","Sí","1","4","Sí","1","4","No","","","",""
"2020/04/24 3:49:00 PM CDT","2020-04-24","Capitalinos B-EMEFUT","Equipo Mayor","Sí","10","10","Sí","10","10","Sí","","5","5",""
"2020/04/24 3:54:37 PM CDT","2020-04-24","Chácara","Moscos","No","","","Sí","14","7","Sí","8","4","4",""
"2020/04/24 3:58:15 PM CDT","2020-04-24","Cantón 21","Moscos","No","","","Sí","18","15","Sí","5","5","4",""
"2020/04/24 3:59:49 PM CDT","2020-04-24","Cantón 21","Infantil","No","","","Sí","15","13","Sí","5","4","3",""
"2020/04/24 4:01:02 PM CDT","2020-04-24","Cantón 21","Intermedia","No","","","Sí","13","12","Sí","10","4","3",""
"2020/04/24 4:02:24 PM CDT","2020-04-24","Cantón 21","Juvenil","No","","","Sí","18","16","Sí","10","4","3",""
"2020/04/24 4:12:45 PM CDT","2020-04-24","Campo Marte","Moscos","Sí","20","20","Sí","20","20","Sí","3","2","3","Muy bueno"
"2020/04/24 4:34:01 PM CDT","2020-04-24","Paraiso 2","Infantil","No","","","Sí","8","0","Sí","3","4","2",""
"2020/04/24 4:34:39 PM CDT","2020-04-24","Maestro","Juvenil","Sí","10","3","Sí","19","8","Sí","2","5","2",""
"2020/04/24 4:36:50 PM CDT","2020-04-24","Limón","Moscos","No","","","Sí","17","0","Sí","3","0","0",""
"2020/04/24 4:37:24 PM CDT","2020-04-24","Maestro","Moscos","Sí","27","14","Sí","27","14","Sí","3","","5",""
"2020/04/24 4:41:57 PM CDT","2020-04-24","Maestro","Intermedia","Sí","24","10","Sí","24","10","Sí","3","","5",""
"2020/04/24 4:49:31 PM CDT","2020-04-24","Roosevelt","Infantil","Sí","10","1","Sí","10","1","Sí","","0","4",""
"2020/04/24 5:00:19 PM CDT","2020-04-24","Campo Marte","Infantil","Sí","12","12","Sí","1212","12","Sí","3","2","3",""
"2020/04/24 5:02:31 PM CDT","2020-04-24","Campo Marte","Intermedia","Sí","13","13","Sí","1313","13","Sí","2","3","2","Excelente"
"2020/04/24 5:04:36 PM CDT","2020-04-24","Campo Marte","Juvenil","Sí","16","16","Sí","1616","16","Sí","3","2","3","Muy bueno los felicito"
"2020/04/24 5:13:10 PM CDT","2020-04-24","Roosevelt","Moscos","Sí","15","15","Sí","20","15","Sí","4","4","4","Las llamadas fueron efectivas porque se realizaron varios intentos hasta lograr nuestro objetivo 😷💯⚽"
"2020/04/24 5:21:48 PM CDT","2020-04-24","Bethania","Juvenil","Sí","14","14","No","","","Sí","1","3","3",""
"2020/04/24 5:25:04 PM CDT","2020-04-24","Roosevelt","Infantil","Sí","5","5","Sí","6","5","No","","","","Se informó a los alumnos que deberían de repetir el circuito de ayer conlas variantes respectivas"
"2020/04/24 5:25:24 PM CDT","2020-04-24","Bethania","Infantil","No","","","Sí","10","6","Sí","3","3","3",""
"2020/04/24 5:31:09 PM CDT","2020-04-24","Roosevelt","Intermedia","Sí","10","7","Sí","10","7","Sí","2","3","4","En algunos contactos trabajan más de 2 persona y otros manifiestan que tienen que salir a trabajar ( laborar )"
"2020/04/24 5:33:37 PM CDT","2020-04-24","Milles Rock","Infantil","No","","","Sí","7","2","Sí","1","5","3",""
"2020/04/24 5:36:00 PM CDT","2020-04-24","Roosevelt","Juvenil","Sí","10","8","Sí","10","8","Sí","2","4","3","Algunos alumnos indican que deben salir a trabajar ,porque la situación está bien difícil (económica)"
"2020/04/24 5:39:39 PM CDT","2020-04-24","Justo Rufino Barrios","Moscos","Sí","15","15","Sí","15","15","Sí","6","5","5","Estubimos entrenado en casa con diferentes trabajo con balon "
"2020/04/24 5:41:00 PM CDT","2020-04-24","Florida","Infantil","Sí","15","9","No","","","Sí","4","4","4","Por favor realizar bien la técnica de los ejercicios al mandar el video ya qué hay muchos errores en la técnica y explicación "
"2020/04/24 5:47:21 PM CDT","2020-04-24","Florida","Intermedia","Sí","9","6","Sí","2","1","Sí","3","4","1","Padecimiento un poco de alimentos "
"2020/04/24 5:50:36 PM CDT","2020-04-24","Florida","Juvenil","Sí","15","8","Sí","150","8","No","","","","Por la pandemia la mayoría está desmotivada, es difícil motivar a los chicos, porque algunos están trabajando y saben que las actividades deportivas se podrian iniciar hasta el próximo año."
"2020/04/24 5:56:55 PM CDT","2020-04-24","Nimajuyú","Moscos","No","","","Sí","18","16","Sí","1","5","4","Siempre hacen un trabajo de los anteriores para completar el entreno"
"2020/04/24 5:57:45 PM CDT","2020-04-24","Nimajuyú","Infantil","No","","","Sí","23","23","Sí","2","5","5",""
"2020/04/24 6:09:12 PM CDT","2020-04-24","Proyecto 4-10","Moscos","No","","","Sí","3","14","Sí","5","4","3",""
"2020/04/24 6:09:53 PM CDT","2020-04-24","Proyecto 4-10","Infantil","No","","","Sí","5","15","Sí","4","5","3",""
"2020/04/24 6:10:44 PM CDT","2020-04-24","Proyecto 4-10","Intermedia","No","","","Sí","2","12","Sí","5","3","2",""
"2020/04/24 6:11:27 PM CDT","2020-04-24","Proyecto 4-10","Juvenil","No","","","Sí","3","20","Sí","7","5","5",""
"2020/04/24 6:31:47 PM CDT","2020-04-24","San Francisco de Asís","Infantil","Sí","4","4","Sí","17","4","Sí","3","","4",""
"2020/04/24 6:35:09 PM CDT","2020-04-24","San Francisco de Asís","Juvenil","Sí","5","","Sí","13","3","Sí","4","","3",""
"2020/04/24 6:43:31 PM CDT","2020-04-24","San Francisco de Asís","Moscos","Sí","5","3","Sí","10","3","Sí","4","3","3",""
"2020/04/24 7:19:10 PM CDT","2020-04-24","Nimajuyú","Juvenil","No","","","Sí","15","13","Sí","4","5","2",""
"2020/04/26 10:29:15 AM CDT","2020-03-21","Limón","Infantil","Sí","10","10","Sí","10","10","Sí","6","4","4","Ampliar el tiempo de los videos para poder explicar correctamente, "
"2020/04/27 11:58:23 AM CDT","2020-04-27","Muniguate","Equipo Mayor","Sí","20","20","No","","","Sí","4","5","5","Seguimos inculcando valores,y haciendo el teletrabajo"
"2020/04/27 12:54:49 PM CDT","2020-04-27","Alameda","Moscos","Sí","15","15","Sí","15","15","Sí","3","5","5",""
"2020/04/27 1:23:34 PM CDT","2020-04-27","Castillo Lara","Moscos","No","","","Sí","12","06","Sí","02","5","4","Ninguno"
"2020/04/27 2:32:50 PM CDT","2020-04-27","Gerona","Juvenil","Sí","10","5","Sí","4","4","Sí","8","5","4","No todos los alumnos, cuentan con watts"
"2020/04/27 2:48:00 PM CDT","2020-03-21","Limón","Infantil","Sí","10","10","Sí","10","10","Sí","6","4","4","Ampliar el tiempo de los videos para poder explicar correctamente, "
"2020/04/27 3:20:30 PM CDT","2020-04-27","Lourdes","Moscos","Sí","7","7","Sí","19","10","Sí","5","5","5","No todos posee internet diario pero estamos trabajando bien con todos"
"2020/04/27 3:29:28 PM CDT","2020-04-27","Chácara","Intermedia","Sí","16","14","Sí","16","14","Sí","9","5","5","4 ejercicios para portero y 5 ejercicios para jugadores de campo casi uno para cada dia"
"2020/04/27 3:32:41 PM CDT","2020-04-27","Alameda","Juvenil","Sí","17","17","No","","","Sí","17","5","5",""
"2020/04/27 3:32:51 PM CDT","2020-04-27","Lourdes","Juvenil","No","","","Sí","10","9","Sí","7","4","3","ninguno"
"2020/04/27 3:33:14 PM CDT","2020-04-27","Alameda","Intermedia","Sí","12","12","Sí","11","11","Sí","2","4","2",""
"2020/04/27 3:37:08 PM CDT","2020-04-27","Bethania","Infantil","No","","","Sí","10","6","Sí","3","5","",""
"2020/04/27 3:43:38 PM CDT","2020-04-27","Capitalinos B-EMEFUT","Sub-18","Sí","14","8","Sí","24","8","Sí","10 ","5","5","Se trabaja desde casa con los alumnos en base a planificación de entreno semanal, vídeos, y fotos, interacción en grupo de WathApp para aclarar dudas y sus objetivos de entreno. Y siempre se les dan las recomendaciones de salud. "
"2020/04/27 3:49:08 PM CDT","2020-04-27","Santa Fe","Infantil","No","","","Sí","13","5","Sí","4","3","2",""
"2020/04/27 3:50:24 PM CDT","2020-04-27","Chácara","Moscos","No","","","Sí","14","9","Sí","7","4","4",""
"2020/04/27 3:55:32 PM CDT","2020-04-27","Roosevelt","Infantil","Sí","18","1","Sí","18","1","Sí","1","4","2",""
"2020/04/27 4:01:00 PM CDT","2020-04-27","Chácara","Infantil","Sí","11","2","Sí","11","2","Sí","7","5","5","Todo bien gracias "
"2020/04/27 4:11:59 PM CDT","2020-04-27","Lourdes","Infantil","Sí","12","9","Sí","12","9","Sí","3","5","4",""
"2020/04/27 4:14:27 PM CDT","2020-04-27","Capitalinos B-EMEFUT","Equipo Mayor","Sí","18","18","No","","","Sí","4","5","5",""
"2020/04/27 4:28:16 PM CDT","2020-04-27","Maestro","Juvenil","Sí","11","3","Sí","19","5","Sí","2","5","2",""
"2020/04/27 4:30:30 PM CDT","2020-04-27","Maestro","Infantil","No","","","Sí","2","8","No","","","","SE ENVIO MENSAJE DE MOTIVACION, Y AGRADECIMIENTO POR TRABAJOS REALIZADOS Y PENDIENTES PARA MAÑANA."
"2020/04/27 4:38:05 PM CDT","2020-04-27","Maestro","Moscos","No","","","Sí","24","17","Sí","3","","5",""
"2020/04/27 4:45:23 PM CDT","2020-04-27","Castillo Lara","Intermedia","No","","","Sí","15","8","Sí","10","5","5",""
"2020/04/27 4:45:58 PM CDT","2020-04-27","Santa Fe","Moscos","No","","","Sí","9","4","No","","","",""
"2020/04/27 4:46:59 PM CDT","2020-04-27","Santa Fe","Intermedia","No","","","Sí","15","10","No","","","",""
"2020/04/27 4:47:20 PM CDT","2020-04-27","Castillo Lara","Juvenil","No","","","Sí","12","8","Sí","10","5","4","Seguimos tratando de contactar a cada uno pero la falta de internet es lo más comun"
